order_id,products
2048711,49235 11520 19261 22963 46906 28058 21616 30489 23094 8277
2048749,20518 32478 9007 35199
2048817,7014 5475 44628 35951 21543 47547 13838 27243 42944 35503 1240
2048826,32163 44632
2048873,7350 7026
2048953,None
2048956,4605 4920
2048971,31717 26369 24852 5876 4210
2049010,41364 24852 23543 3765 5876 13338 34969 45066 36735 8968 19678 6187 7076 15322 1695 28985
2049029,None
2049085,19348 8637 23169
2049094,12825 24852 35976
2049132,24852 6069 30658 49325 43279 43727 35124 5097 31964 27307
2049146,28745 13176 17794 16083 16797 21137 38689
2049188,9477 9534 47766 37849 26914
2049195,49235 19660 19836 6052 25146 8277
2049265,48679 13176 40706 26800 8021 39928 27531 35547 9598 16759 22993 39570 19057 9839 27966 43768 24964 20857 31181 23094 47209 18708 2825 36914 28764 30391 2822 47546 17948
2049357,16797 16185 24852 196
2049410,30776 21903 8667 27086 41149 432 8490 48559 38293 47209 44683
2049419,None
2049558,30827 30494
2049576,35914 34503 34105 11375 20463 48681
2049582,2411
2049663,13176 5876 18027 22963 17794 44560 2855 30233 48637 26790 25513 46979 23203 21137 43643 9839 11352 27966 43392 44292 28204 36070 16797 47209 8555 43122 24838 45437 30391 10912 30489 30949 39561
2049668,47766 42635
2049761,44500
2049779,24852 33351 28199 9076 3526 43974
2049804,49235 28204 47626 26317
2049915,18362 47209
2049928,34915 7116 44548 10032 30958
2050024,3592 19453 48527 46697
2050224,4962 13176
2050368,7963 26165
2050382,30492 34448 44008 13176 27845
2050426,24964 38693 46979 28278 8277
2050474,4920 21903
2050482,11109 27966 42345 29447 39877 42585 27521 4269 17706 34134 32467 42445 30489 43961 21009
2050497,651 14419 38768 17313 9358 21195 5120
2050498,24852
2050625,27288 39581 5535
2050628,None
2050648,16541 15290 19068 24915 28476
2050717,33674 9808 24852 17600 43218 10655 4920 11926 7521 21137 4799 45504
2050732,40199 10473 24135 6184 17924 22610 13575
2050747,18292 24852 29176 43631
2050760,24852 42701 18531 27845
2050762,4313
2050776,24964 47766
2050821,28278 18362 24852 23805 24489 28553 4472 48171 47766 21903 7018 28862 6182 9076 17948 38772 26604 43858
2050846,None
2050983,45210 8209 5025 42265 37538 2947 7628 36912 37449 10460 10193 14632 46029 5115 42601 6813 8080 27747 15936 44570 10312 17858 8539 45211 40167 24622 34111 11507 29193 42240
2051000,13176 22825 43662 10814 30806 22805 19660 45633 5134 46979 43713 19057 35921 47156 28656 35383 31103 48720 33000 45106 5959 42205 2154 4142
2051002,12456 47626 12545
2051039,48453 5876 48988 26209 27104 17706 5450 17530 24852 10339 5479 28985 21405 21938 45066 45007 44142 16797 47209 33198 5487 30391 13596 33754
2051126,41844 23909 48527
2051205,45066 37524 14633 7649
2051276,17358 24852 41793 47792 7035 11925 32579 42450 21077 40571 37276 44795 22400 37208 5194 20953 25753
2051357,30391 13176 16083 37646
2051359,40063 31126 24852 26047 37158 311 46616 7112 13819 41842 13661
2051371,46979 29085 19057 10749 48192
2051384,17638 49235 47209 46990 13176 20842 34755 49302 22963 21903 27113 23070 23734 31504 22935 20082 21137 14084 20015 25371 35221
2051465,30776 27966 13176 11143 22825 43662 14870 28465 13263 20564 9421 36406 24799
2051496,38959 9411 29336
2051502,47626 47766 13176
2051581,6532
2051678,5450
2051722,39922 24852 4821 47388 43394 24086 49683 10904 36397 13196 42265 6182 26497 26901 39928 20061 19057 41319
2051737,34423 21137 13176 16826 45815
2051916,None
2051925,11497 24852 7695 4366 32981 31076 39612 4162 15273 47209 23630 38286 29182 21616
2052186,21709 17838 30850 28204 28745 36929 29544
2052202,24852 2326
2052211,19660 13176
2052213,27344 21709 5876 16262 49111 1463 2855 12341 44632
2052272,13176 21560 40706 21903 22298 2611 31634 17630 47209 43249 19354 37193
2052356,8424 24852 9339 34262 6774 33731 20345 21903 19449 9547 33636 5479 40310 25371 611 30489 38689
2052421,11422 24236 40706 27521 22825 25005 34126 27845 27104 4920 32655 31730 44683 28849 33857 31342 4029 17360 24852 47626 46979 3952 21137 40229 37646 43295 45063 45007 43392 17284 41950 47766 30391 24184 30489
2052501,33043 24852 19174 20345 28326 47766 33572 44560 37158 13740 16254 48186 7559 25146 4793 13447 11352
2052526,24852 40709 26553 42244 4871 25146 4799
2052532,45603 21903 28985
2052563,14947
2052632,27730 13176 6631
2052643,24852 33731 34969 47766 46979 43789 22883 3631 8638
2052726,24852 27966 9124 17789 5575 45810 35951 33788 6532 5077 36724 21137
2052771,11512 40756 5487 7554 46886 40198 6146 18281 46676
2052886,47626 28204 47766
2053019,8424
2053026,27966 19660 17915 35951 12935 5785 47209
2053053,8174 24838 47626 27104
2053134,24852 17600 23233 39055 29447 21903 14947 24964 5460 42265 41220 7955 24184 41588 21137 18176 9515 41950
2053146,8174 24852 48679 47626 34034 7628 8239 27521 46979 42265 21137 43961 47630 28849
2053241,39877 33129
2053332,41408 35140 2748 20842 34137 21982 36735 18926 40587 16145 46823 2781 48179 42356 36361 38944 19156
2053468,14252 47931 38544 45770
2053535,11109 19660 13176 5876 16759 44359 34197 47209
2053724,43352 46802 10441 21903 22046
2053844,21137 13176
2053858,4605 31676 47626 13176 20114 16436 30391 16759 14947 28842 49383 28985
2053884,39408 24852 26384 44085 16797 46676 26604
2053945,12183 24852 25890 26384 27845
2053973,27086 25305 27845
2053978,18138 36098
2053991,43352 30827 43154 13176 5258
2054083,47626 43789
2054127,19306 33462 12324 73 14766
2054242,31651 11266 196
2054342,24852 21903 13176 43210
2054434,30391 21903 13176 37687
2054609,325 13176 12508 20919 4472 703 39046 5077 1831 46817 32465
2054734,2535 11759 39660
2054781,30391 5876 25931
2054782,None
2054841,39408 31239 46522 5025 4778 419 21024 44085
2054862,13176 40706 34126 42265 27104 46906 46969 45309 10621 6104 22035 22594 39877 38383 6187 28985 37646 19678 24964 48628 43789 18641 47209 17795 13027 35951 162 43961
2054864,165 35951 45763 47766
2054912,8518 24184
2054921,1998 39199 30334 6656 7303 30567 27845 30233 44631
2054975,16797 19828
2055013,32820 11712 40156 14050 47766 45007 21267 10246
2055052,15541 37215
2055073,13176 22963 46720 40571 8251 45885 25623 17835 1244 41844 34668 22594 34 11777 11440 3896 19057 49075 27966 28862 11130 38439 10070 4957 33043 17878 28928 4942 2450 43122 13031 48647 33216 47403
2055113,8424 13176 43192 27086 22035 34050 35163 5134 28465 11497 41860 8277 37646 32864 7963 36865 45007 8309 30774 47209 21903 30391 20670 22640 28199 23765
2055176,37538 16757 39332 5370 27413
2055284,39877 9387 49247 17183 17616 16797 4565
2055323,13176
2055350,19706 41950 27845
2055383,1463 35951 27086
2055429,11520 24852 40723 47766 45007 33290 46979 8021 16797 21137 17122
2055473,30489 8903 24852 38747 28934 26949 21903 33788 35467 48881 44570 47755 16797 43705 7658 27355
2055488,None
2055514,22124 24852 13176 47766 16797 15872
2055559,13176 37646 29095 5077 4210 47759
2055612,37710
2055615,27344 13176 23288 19311 46992 16363 39928 10998 20754 36695 20574 21137 9896 10749 8277 27966 2825 41950 45603 41750 43961 2078
2055687,None
2055709,None
2055725,15604 27966 21903 32655 38689 41950
2055753,28928 22035 3789 23709 21560 45633 36695 40396 5077 22888 27845 38734 42110
2055783,8424 24852 35507 36728 4210 4889 43768 30921 39032 44073 33060 31562
2055846,13176 24489 7963 31720 45570 17948
2055849,14709 49198 24891 37489 30183 44116
2055903,21137 38768
2055934,18418 27811
2055988,45210 23543 13176 35670 22035 6948 36695 23025 22210 10385 5450 25138 1463 260 23060 7185
2056072,32403 4149
2056110,27344 11520 13176 24561 39928 27845 19240 17530 24852 22035 9534 16759 34217 21137 19057 31964 10761 27966 22556 17723 47209 3330 49519 45537 33000 21903 30391 9424
2056119,18978 47766 29487 40332 27242 24184 10032
2056157,32197 24852 961 2320 44359 22935
2056196,23234 15290 9018 20114
2056330,40742 27790
2056363,16953 32156 8048 4724 13176 11365 43867 10498 10326 16283 14678 20955 5068 22469 19767 39922 32303 9020 18296 17313 28413 21137 30827 25588 33147 42282 32478 29223 12078 6184 47788 30406 27790 35642 7862 21292
2056384,24852 45681 32828
2056412,12980 39275 6457 4920 39475 35078 10749 21137 38689
2056484,37067 47877 46260 8859 46820 45787 49191 19370
2056524,4605 41584 5450 34969 45007 16972 26209 48890
2056525,16249 24852 47626 2210 31557 38809 35535
2056542,24852 25890 7806
2056583,5818 5782 33772 17225 27570
2056629,8859 7130 44514 47626 45007
2056738,13176
2056811,8424 4605 24852 47626 20842 34050 39877 33731 40001 47766 21903 45007 33120 30088 46979 13629 42300 40545 25890
2056875,22021
2056895,None
2056940,24852 18451 1516 47144
2056961,14870 45007
2056967,3061 27852 4138 32553 7631
2057080,11520 29071
2057122,None
2057232,40376 48192 7533 260 35483 9493 24852 48171 22866 4261 46676 32665 14104 34214 36591 23579 37766 11182 28204 48645 121 34640
2057275,23909 9796 25985
2057335,13819 45066 31886 2966 30489 25095 18523
2057386,33894 24852 47570 15324 43772 32271 19584 46203 15424 39921 196 1436 3318 31394 14875 34024 7736 44799
2057397,44359 47766 13176
2057422,13176 39180 21938 4957 41966 22935 21137 10749 33754 8277
2057483,35561 10227 5769 5258 6184 31759 9076 16797 21292
2057526,8174 36107 13870 17896 16753 13772 9068 1160
2057572,30489 5769 8834 20119
2057611,31717 11520 5456 47626 13176 8251 20158 43789 13076 27845 21137 329 9839
2057629,42282 4920 33147
2057631,40898
2057859,28656 21903 27521 19660 47144
2057998,35263 21288
2058025,6852 47282 28535
2058060,30776 24852 16665 45603 28204 48559 47590 9421 6661
2058080,33232 17948 21903 13176 27086
2058104,21137
2058156,14419
2058183,5785 17794 36550 39928
2058198,17902 13176 15200 33081
2058256,24852 13198 45066 22963 21903 33623 2452 28465 47209 38689 6631 10132 8277
2058267,13176 14050 27086 13702 5450 5649 30233 8518 1158 5785 12576 40229 27471 5212 28769 21938 16616 38293 12941 43154 5646 24184 18599
2058352,28769 27690 48230 26317 7175 45537 18370 2450 22963 40706 38288 43768 37486 30820 24925 11440 22935 21137 1244
2058392,10753 5876 43182 17794 2130 20119 19443 46820 15143 12395 13819 5634 35221 32747 17429 21709 24852 17847 19006 14947 3957 5785 21137 44632 6317 27966 43295 6069 33232 30169 7753 18352 13646 46326 26620 30489 38777
2058597,34986 8898 36046 11568 48004 16797 23410
2058603,20899 21137 48628 15273
2058614,5375 49610 12271 631 25466 43943 39262 17888 1464 9076 3407 45394 1497 19604
2058656,42719 10621 13176 41950 13629
2058704,27086
2058813,5479 13176 3661 35369
2058913,38444 41131
2058965,29034
2058967,8953 8048 13176 37687 27845
2059010,41540 17794 13176 35383 27845
2059025,21567 38834 22170 3988 27086 20119 32263 30461 35221 48210 21614 39099 21709 24852 3599 19006 22035 18814 14947 19634 25513 28465 5785 17949 44632 45977 13870 4697 13605 39886 36865 5161 6348 48628 7753 38553 44293 26981 32096 20580 47029 27664 44765 10659 10314 46226 21053 26431
2059027,30999 39844 26040 20114 46522 25132 14063 13807 47866 27761 49416 9076 44710 40490 44475 5886 38943 13951 43352 35978 14335 46941 39046 3696 28647 6576 25513 34217 14651 49054 32455 22935 27148 27288 13042 13757 16185 13129 42241 36650 25727 31022 7644 25396 29921 8181 44487 25686 13284 34862 19041 43263 13380 30135 45437 5151 4006 12481 12909 46692 7788 39041
2059046,32935 40706 28954 5450 12980 329
2059062,13176 21218 24941 21903 13225 10482 29066 41220 35503 21137 47209
2059115,23909 43352 15612 22315 35383 46023 19468
2059151,None
2059197,5785 32740 20393
2059208,8204 22481 13944 18987 46041 26348 27246 7405 33452 27288 18610 14882 3519 29346 8195 6340 38200 43263 18372 22309 8668 13573 34582 5460 11909 26530 44678
2059221,None
2059234,13176 19180 29195 9420 17429 23815 3952 22935 28985 1439 3248 30415 47209 10070 33527 21903 39332 27113 35842 44359 29180 21574 48034
2059307,44042 8046 5025 29487 44177 31055 14147
2059318,48684 23909 13870 25199 36426 30784 35132 24764 7781 38275 14267 44632
2059365,47626 35914 19660 26209
2059366,3308 35761 22304 45215 14947 11492
2059395,31717 19508 27086 2855 34126 26209 8518 49683 35221 18362 24852 29650 35108 39877 38383 29594 1999 16185 34969 39024 40516 12703 43789 32486 21903 44359
2059411,30921
2059451,264 47429
2059464,None
2059568,41220 17461 21903 13176
2059612,36316 30340
2059649,24852 39180 40706 21903 27086 10603 41999 46654 47601 14992
2059709,3061 25986 8475 3389 26509 1327 8029 8536
2059793,16797 31805
2059843,31604 33000 27903 29251 1423 23647 35033 23734 8414 42360 117
2059968,41408 16291
2059974,19611 33214
2060047,24852 39275 45066 47766 31371 39475 38689
2060061,21573 21572 48733 22362 16797 12341 11759
2060119,45007 47900
2060163,49235 9808 26047 13176 37646 35914 37774 34069 3957 42356 5646 35383 33198 12916 26790
2060165,14491 26604 13712
2060266,47626
2060341,29285 24850 17794 27521 22825 27086 18594 1103 27104 46906 30233 24852 23375 6532 45282 14409 22935 21137 17949 3896 43643 17600 27966 13870 23233 41177 23622 33120 37158 11130 28204 36076 17487 33100 34243 7559 38293 47209 48415 5383 22298 21903 43154 26315 43504 7185 30489 38601 22474 4265
2060343,45429
2060372,5206 44275
2060408,18656 13176 43122 14732 21903 27104 49583 31720 3874 27845 30233 47209 32655 13166
2060444,21903
2060573,26165 19660
2060601,22124 1559 31717 34358 19006 13646 41665 43735 18926 4957 35132 26209 9407 11123 12597 20785 24954
2060629,1943 34969 21903 28427 44906 22888 4210 13076 4920 699 21616
2060662,4605 47144 34134 16589 14814 5114 27845 43987 36178 4799 329 16291
2060686,8174 26317 13176 45066 40706 21903 13031 27277 5085 43713 37208 27104 46692 21137 117 9839
2060729,31985 21137 6184
2060737,17902 39275 4149
2060770,46082 40706 7781 26209 31040 4920 33468 49683 24852 39180 37687 38383 34217 3717 2661 44949 45066 37158 24964 44142 7347 6046 21903 28842 40604 21616
2060826,8571 21573
2060870,49349 24838 15686 27086 17419 14409 24561 24535
2060890,11422 13176 23219 45013 27104 46906 44479 9224 21137 41842 10132 13870 10798 35682 46627 19678 14267 45957 33198 18037 38985 35072 40632
2060944,13176 37646 25705 30391 27845 46969 47209 41950
2061045,49235 19660 13176 196 6184 13575
2061059,20794 47626 6287 20935 48559 26165 47209 20876 10840
2061063,39844 29345 29503 29487 24864 43631 5180
2061163,17725 43295 37687 24964 45946 19706 21614
2061237,24362 2120
2061252,3511 13147 22438 26462 1090 49505 44410 31725 12887 20014 15359 15976 34321 17008 27760 45194 15221
2061262,36550 13176 3999 23554 28594 28204 39605 41315 45570 30881 32747
2061270,46906 44360 14161
2061272,3090 24852 7350
2061304,6104 43122 21903 29487 21137 47209 19057 6631 4451
2061355,31717 8174 37687 24390 27521 30391 46206 19613 46667 34126 28601 44120 44359 8230 49383 21616 18801 47209 40377 2078 8277
2061357,14111 24852 47626 33113 39993 7131 34026 44568 16797 16826
2061364,28745 17795 24852 47626 34358 39993 25146 21903 18594 26553 41220 28204 43749 26209 16797 1194 47209 8193 49683 17316
2061409,34234 19348 11201 17699 7751 5077 13884 41242 8638
2061438,44042 36058 40131 2717 3873 44156 5068 9076 22959 41290 13802 14901 23296 4776 44632 9366 46666 41273 12972 33548 46235 5923 25392 27514 46817 34075 43967 29640
2061516,16797
2061529,34969 1169 43295 32138
2061537,31343 13541 12932 13176 36735 46720 22825 46584 7781 24561 18465 34448 3599 2748 42637 37935 5134 21137 5212 17038 6348 41149 2452 42450 21903 42803 17948 39561
2061568,21137 11520 13176
2061586,11520 38383 8490 24184 26131 47209 2078
2061589,22362 21386
2061621,39928
2061630,13176 6104 21903 47912 27845 12341 26604
2061647,49628 7806 17691 46886 40198 33198
2061666,24852 33452 22006 28634 24518 40310 4920
2061675,13176 33198
2061706,22035 14852 41220 27744 8381 22935 41433 47209 44632 35167
2061852,13176 27086 44292 27355 49192 47209 41950
2061914,15085 6585 24852 4472 32134 39097 5450 16168
2061989,46175 24852 23909 8012 45066 12381 46584 47439 39475 47492 27423
2062103,24852 47626 19894 895 49215 43352 5451 38544 20574 37158 47616 46906 21137 3896 17630 5212
2062157,48679 13176 24810 43295 5876 22963 17794 21903 22993 36506 27104 46782 3952 24184 26209 10070 47209 19057 35221 45948
2062233,17225 37067 32864 21903 22825 45007 27521 46979 36011 5646 22935 27104 7521 11063 47209 32655
2062240,24852
2062309,41844 23909 17518 7561 432 365 12894 47516 26288 22809 44475 24832
2062528,24852 19508 15780 18400 8475 34969 8575 42460 28842 47601 25804 18721
2062529,28934 24838 2132 24964 28204 16797 26032
2062555,11488 24186 47141 8523 22935 45123
2062557,15780 37646 49520 39602 39877 43227 26348 40285 6647 17835 31964
2062602,4605 6948 47209 47626 5025
2062610,35221 21050
2062618,46175 34358 13198 39275 20114 12624 17794 40706 13984 5612 1244 5240 9444 7676 17872 2846 46049 8518 10749 2825
2062631,38374 23233 43154
2062634,46906 13712
2062648,22825 17807 11454 4920 13166 22122 29594 21737 34134 38689 27966 43875 37158 28204 311 47209 4799 26604 27292 41618 30391 43504 12935 2326 12442 11688
2062673,35518 46078 16607 22695 37654 46307 33772 32403 27033 9175
2062741,45210 9339 27966 13176 39275 14874 7131 41665 2716 48726 7916 36157 13225 5077 44910 7781 39928 5785 21137 30949 117
2062794,48186 24852 12456 44359 42803
2062799,None
2062813,14446
2062935,35951 30391
2062938,5785 14462 36929
2062943,38311
2062955,27690 48679 13176 5876 18883 40706 22825 7647 34126 21267 17706 32293 22035 16759 46979 5479 43713 21137 19057 38689 9839 28985 42719 17600 27966 45840 7539 10125 12060 895 47209 39275 20842 35951 21903 30391 41658 44359 17630 2611 21616
2062980,11520 27966 13176 19660 5514 39928 30489 21137 47209
2063092,23288 23315 38928 22802
2063129,24964 15937 8117 48679
2063142,None
2063161,None
2063184,27966 41273 5876 38322 42479 45007 1529 46979 39495 21137
2063222,13176 39275 10326 6184 39001 8057 15200 28413 27845 21137 21292 9839
2063224,23315 47626 13176 33303 48162 21903 45007 46667 26165 2361 13292
2063239,23029 3952 22935 30489 21137 47209
2063269,22610 35951 13176 19660
2063429,40199 46149 31651 11266 5161 196 6184 37710
2063460,43822 40091 48634 31573 18523
2063523,27966 25584 33682 28438 43352 47087 29309 49144 33787 27156 5818 32655 9634 18523
2063524,15700 4472 43961 43295 45123
2063528,19302 32955 49683 25495 2559 5566 10374 3526
2063592,None
2063637,24852 47626 13176 39877 34126 24964 6532 15261 39812 46906 21137 41950
2063680,27044 41844 10819 34358 30696 34582 44487 40332 6187 30340 31808
2063686,39619 49235 17725 25338 18609 47209 28985
2063710,20940 15541 8843
2063781,24852 47388 40706 45104 27086 28199 5077 17284 28745
2063834,34824 15459 48679 13176 40078 29432 23898 33722 19208 24830 36316 260 40310 26981
2063835,1408 13176 23854 28158 14553 1511 27104 14711 329 42579
2063842,24852 27966 4942 14233 44910 4920 47209 26604
2063891,49588
2063987,26 30071 44920 11581 15424 29577 21410 15765 21026 40484 649 33074 39308 15966 35850
2064037,2716 20082 19173 8087 27845
2064064,10840 18362 37067 4813 26165 3248 31040 30489 21137 38772 13166 23645
2064168,21903 33623
2064222,24852 39121 5550 47766 22025 6892 33845 27845 21137
2064244,4605 40332 24852 3765 22866
2064272,27554 8929 30440
2064285,24852 33055 47766 4812 49044 31504 25890 1076 43889 16797 21137 30192 38293 44632 35547
2064322,34213 47766 37687 43621 27104
2064368,47626 21622 47852 22963 35221 47766 22825 30391 40396 2825 42265 44142 45223 46906 44632 26604 21616
2064513,21903
2064574,None
2064588,None
2064655,13176 2311 21288 7781 44479 49683 19660 34050 436 27573 14462 16083 34969 1409 9203 33120 20995 40545 18159 21903 41658 17721
2064811,21137 47209 13176 43961 17807
2064836,41400 19767 19660 8859 17924
2064882,48559 2966 33065
2064909,47626 47766
2064939,32079 14715
2064949,19660 19691
2064950,24852 30696 40469 39046 21420 44560 34991 3298 1464 24024 38200
2064988,23233 33000 17794 17032 21903 9020 12748 44359 23304 39812 27845 32655 19816
2065155,27966 24810 13176 48679 12341 21903 30391 45007 2732 27086 24964 16589 49374 22935 17948 17949 44632 21616
2065251,45842 27966 19730 47144 21938 43037 21903 30391 45007 29662 10768 23165 10912 17044 24184 16616 20632 18599 35221
2065300,27903 18987
2065307,30591 46061
2065316,35921 3765 26456
2065372,49235 24852 23909 45596 24838 12720 3318 28199 47941 10673 30661 32403 7781 36943 17122 47185 6631 44123
2065380,30489 21709 30233 25659 13380
2065425,13176 8277
2065429,4605 22164 19348 25705 38164 27521 27086 41149 46260 27325 27336 34126 24964 45 40396 26313 22888
2065433,8013
2065520,34234 23763 9387 42760 714 28204 19691 5737 39758 40214
2065522,24852 7131 18465 15902 36865 20887 11865 26209 16797 47209 28985
2065533,49235 24852 47626 40706 11140 47912 34949 6933 5450 47209
2065552,13176 17426 20114 20019 21376 28427 27104 39491 18019 35003 28092 13802 43772 12013 1612 3990 44533 34217 26510 16921 19057 14348 34358 40586 29553 6166 14999 22309 20842 3020 2120 49633
2065628,4605 15290 48679 21497 13249 22035 45066 36216 22825 6348 31683 39928 41290 41950
2065632,46979 27966 39275 20748 27104
2065644,4605 24852 37687 38662 21903 5077 5646
2065734,28278 8174 16185 13176 21938 33731 21903 42736 21009 20995 43713 11440 40604 45788 2314 49683 37464
2065748,31717 48679 5144 38383 40706 21903 42479 45007 890 6692 1640 35939 24184 27104 8197 42585 8518 49683 49026 42768 21616
2065880,8424 19660 13176 30167 43352 12113 47766 28156 4541 46047 22935 9076 41999 21334 35547
2065887,18023 15541 13176 8859 6184
2065915,25890 6369 44371
2065929,45190 2078
2065938,47000 6377 1902 33756
2065950,13176 8512 36186 10483 34487 29487 48004 8953
2065954,39877 28842 47766 40516
2065956,31766 42450 26683 33387 14979
2065957,17795 24852 13733 5782 14897 5077 41787 22326
2065969,4605 44570 27730
2065971,48812 34551 48697
2066095,31343 14999 27966 48695 14437 39612 40660 19057 10070
2066130,39162 47900 35921 47734 22935 47209
2066217,21709 31388
2066341,None
2066357,42731 39464
2066360,13176 29223 43352 20940 38768 46363 17693 46632 4913 32455 22610
2066386,26317 24852 27966 13176 45007 22113 24082 18465 2228 32486
2066394,24852
2066426,21013 4472 17864 30391 13128 47209 19057 6482
2066435,13176 35951 21903 36036 37029 31915 34423 47209 3896 9839
2066467,48205 16154 33827 1062 32331 45443 29094 3358 10374
2066469,45186 15379 48907 44042 2538
2066594,24852 20345 36865 20574 28204 21195 22935 27845 25146 31040 17419 10749 31640
2066604,35689 43122 24852 29447 28476
2066607,43165 45445 13176 43352 21137 26604
2066651,13176 25705 20693 24009 31553 24199 8021 12341 16182 1244 13733 6971 21174 3957 13629 2086 41606 27966 46127 21938 43768 45007 47209 26604 39275 21903 6291 33352 28574 35006
2066751,34144 42756 16349 33055 31433 17794 47890 47766 21903 5214 49383 4210 46906 41488 19057 45615 35503
2066752,40852 37646 37067
2066813,37103 24852 16530 26165 48559 3583
2066820,31343 21872 42828 43352 7559 18465 16525 44987
2066854,30949 39275 45066 32579 13351 22113 46820 7781 6361 40198 47209 4799
2066873,24852 13176
2066893,34902 23909 630 24649 48370
2066976,20561 48192 21137 44683 6631 42495
2066983,8424 27966 13176 48775 39275 43295 21938 24838 26369 47766 21903 45007 44514 33080 49383 27104 30489 21137 8518 19057 28985
2067010,46667 21137 13176 29447 24964
2067019,49235 13176 37687 24838 9534 19678 27845 21137 19677 49683
2067055,None
2067098,13032 41596
2067113,35887 21709 13851 5876 22556 13829 19678 46979 8021 14401 47209 44632 2078
2067184,5422 1940
2067309,49235 24852 24838 11090 9076 44422 8277
2067341,47209 47626 37646 45578
2067366,13176 4844 29447 42450 45723 36651 26177 28465 5646 25837 5994 46969 1463 21009 44632 10132
2067460,31717 4562 13176 11067 33768 17794 36968 27521 5194 7781 39928 44479 1215 117 41844 47626 5479 22935 21137 46676 19057 27966 21405 45007 24964 16797 47209 41950 17461 17795 40174 49111 32648 39702 18523
2067464,12762 1767
2067607,17867 21472 36011 43070 31808 29478 22938
2067632,8424 24852 13249 47792 45066 47766 24841 27845 24830 49683
2067651,31717 26209 11512 48679 13176 14852 21927 17794 19068 27104 24964 22935 39928 38293 21137 47209 28849
2067658,24685 27309 15109 29373 32271 14502 8204 17679 26324 39953 44987
2067755,8617 6184
2067815,6948
2067833,24852 20345 21903 27521 46979 22935 26209 5785 35221
2067850,31343 24852 48679 37646 48988 18465 27845 44422
2067857,44359 37646
2067879,11520 24852 48679 37646 5876 22035 47144 33731 2748 6193 47766 2855 21137
2067916,13176 22035 47144 28613 21903 22825 28836 42244 30169 34002 18567 42768
2068007,196
2068062,28769 49235 27344 24489 36216 2397 48559 7669 21137 8197 14127
2068120,21137 13176
2068141,24852 11506
2068170,None
2068178,27344 4600 27966 45200 35477 44560 1514 21137 23102
2068210,5479 27966 13176 25272
2068327,24852 47626 43295 21903 30450 42265 27104 30353
2068443,None
2068510,37710 11759 30633 35886
2068563,34448 47626 13176 3599 44948 22220 39877 40706 35199 22825 29487 2855 28199 42265 5450 21137 21616
2068580,17794 41220 5450 18465 24852 5547 24489 29118 38383 2775 44632 9839 5212 41338 34214 13548 38944 25533 48925 35951 18897 24184 22974 17948
2068581,38818 1160 13176 9124 17149
2068596,14114 27102 24852 47854 18104 9187 46282 20955 8735 36065 15820 38996 40310 22359 49610 14379 35171 30668
2068624,25659 28985 20580 13176 47766 33716 12456 16083 46802 4920 7088
2068638,11109 28226 13176 5564 29447 21903 23679 27454 13166
2068639,42093
2068684,40174 49478
2068757,None
2068957,14067 9463 15649 26319 22035
2068979,21709 36107 29487 26209 27985 29640
2068985,4605 16262 8324 39448 18234 22369 25551 46049
2069058,3957 28204 30391 4357 39225
2069071,22912 37687 39275 18883 16896 16797 2825 9839 5212
2069142,4605 42828 8087 17794 48364 16290 26882 11782 18465 44632
2069243,4790 5258 25535
2069262,47626 39275 45622 6635 16797 33198
2069283,21872 21903 46979 10385 44359 34243 47209 28985
2069304,12253 39867 39993 43772 5296
2069326,31717 48356 24852 27966 35561 24838 40706 21903 25199 28836 33120 42669 20574 28756 21999 21137 38739 44201 21616
2069334,26209 47626 13870 39275 46692 23375 47766 45106 40001 42265 15649 39928 16797 21137 8138
2069417,43352 41149
2069428,49235 19767 1729 2433 38928 46632 6184 41787 3298 6760 47402 4920 12341 12916
2069434,24852 27966 47626 32689 47792 26683 6104 47780 40706 22559 27521 6101 14467 46194 48415 24964 27845 32655 31506 31883
2069516,24852
2069560,47209 20178 43295 13176 29405 9020 39475 7090 4462 19057 13166
2069588,None
2069590,13176 5876 33731 22825 5077 39928 27845 8518 41065 35547 25931 3957 46979 44580 21137 10831 19057 10749 8174 27966 45007 23165 46313 34243 47209 18810 41950 39275 48745 43122 5514 30391 32177 28199
2069621,35264 15290 432 32423
2069658,30827 29487
2069722,1729 27845
2069770,24852 40604 21137 42585 17949 2825
2069786,22322 24852 47766 26604
2069800,35914 43394 24852 45007
2069822,651
2069946,24852 45066 16290 45645 14312 6489 46906 21137 33198 23645
2069951,8571 8048 33000 31651 38768 21137
2069956,31127 28842 33065 27885 26209
2069969,4987 5369 34295 502
2069992,30776 37506 22035 48164 30391 24964 41220 34197 22935 45013 12395 21137 43961 19706 44182
2070007,47141 2675
2070069,11365 4724 6137 21386
2070153,4605 17794 24852 21903 47626
2070380,32655 29987 19678 44359 47209 8518 42701
2070390,6187 27730 38357 11712
2070581,16797 24852 17316
2070674,None
2070729,11712 26940 21903 12016 31338 14084 25890 17429 21616
2070768,18811 19820 15386 7559
2070775,19660 43352 21288 16797 17122 21292
2070846,None
2070876,24852 34234 7860 40376 40486 35458 34004
2070904,28745 11520 13176 27086 20119 27845 21137
2070925,4462 8518
2070943,28278 14540 9666 40174 12756 21903 27521 40593 37892 29987 46665 34126 46979 20738 43789 13877 47209 41950 28985
2071024,24852 3880 47766 43662 47912 8490 6933 14218 30489 260 38689 28849 26604
